translation
"{'en': 'APPLICATION FOR APPROVAL', 'ro': 'CEREREA DE OMOLOGARE'}"
"{'en': 'Dude.\n', 'ro': 'Amice.'}"
"{'en': 'Dude.\n', 'ro': 'Amice.'}"
"{'en': 'Here.', 'ro': 'Aici.'}"
"{'en': 'Here.\n', 'ro': 'Aici.'}"
"{'en': 'Here.\n', 'ro': 'Aici.'}"
"{'en': 'Certainly.', 'ro': 'Desigur.'}"
"{'en': 'Certainly.\n', 'ro': 'Desigur.'}"
"{'en': 'Certainly.\n', 'ro': 'Desigur.'}"
"{'en': ""I'm sorry."", 'ro': 'Îmi pare rău.'}"
"{'en': 'Sorry.\n', 'ro': 'Îmi pare rău.'}"
"{'en': 'Sorry.\n', 'ro': 'Îmi pare rău.'}"
"{'en': 'What?', 'ro': 'Ce este?'}"
"{'en': 'What?\n', 'ro': 'Ce este?'}"
"{'en': 'What?\n', 'ro': 'Ce este?'}"
"{'en': 'Good.', 'ro': 'Bun.'}"
"{'en': 'Good.\n', 'ro': 'Bun.'}"
"{'en': 'Good.\n', 'ro': 'Bun.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'I doubt it.', 'ro': 'Mă îndoiesc, dar lumea va fi mulţumită.'}"
"{'en': 'Doubtful.\n', 'ro': 'Mă îndoiesc, dar lumea va fi mulţumită.'}"
"{'en': 'Doubtful.\n', 'ro': 'Mă îndoiesc, dar lumea va fi mulţumită.'}"
"{'en': 'One.', 'ro': 'Unu.'}"
"{'en': 'One.\n', 'ro': 'Unu.'}"
"{'en': 'One.\n', 'ro': 'Unu.'}"
"{'en': 'Easy.', 'ro': 'Cu grijă!'}"
"{'en': 'Careful.\n', 'ro': 'Cu grijă!'}"
"{'en': 'Careful.\n', 'ro': 'Cu grijă!'}"
"{'en': 'When?', 'ro': 'Când?'}"
"{'en': 'When?\n', 'ro': 'Când?'}"
"{'en': 'When?\n', 'ro': 'Când?'}"
"{'en': 'Exactly.', 'ro': 'Exact.'}"
"{'en': 'Exactly.\n', 'ro': 'Exact.'}"
"{'en': 'Exactly.\n', 'ro': 'Exact.'}"
"{'en': 'See?', 'ro': 'Vezi?'}"
"{'en': 'See?\n', 'ro': 'Vezi?'}"
"{'en': 'See?\n', 'ro': 'Vezi?'}"
"{'en': 'Oh, right.', 'ro': 'Oh.'}"
"{'en': 'Oh.\n', 'ro': 'Oh.'}"
"{'en': 'Oh.\n', 'ro': 'Oh.'}"
"{'en': 'Renault (3)', 'ro': 'Simca (3)'}"
"{'en': 'Renault (3)\n', 'ro': 'Simca (3)'}"
"{'en': 'Renault (3)\n', 'ro': 'Simca (3)'}"
"{'en': 'Wait.', 'ro': 'Aşteaptă.'}"
"{'en': 'Wait.\n', 'ro': 'Aşteaptă.'}"
"{'en': 'Wait.\n', 'ro': 'Aşteaptă.'}"
"{'en': 'Oh, my God.', 'ro': 'La naiba.'}"
"{'en': 'Fuck.\n', 'ro': 'La naiba.'}"
"{'en': 'Fuck.\n', 'ro': 'La naiba.'}"
"{'en': ""It's Annoucheka."", 'ro': 'Aneska.'}"
"{'en': 'Annoucheka.\n', 'ro': 'Aneska.'}"
"{'en': 'Annoucheka.\n', 'ro': 'Aneska.'}"
"{'en': 'Claimed.', 'ro': 'Revendicat.'}"
"{'en': 'Claimed.\n', 'ro': 'Revendicat.'}"
"{'en': 'Claimed.\n', 'ro': 'Revendicat.'}"
"{'en': 'Beirut?', 'ro': 'E grozav.'}"
"{'en': 'Beirut?\n', 'ro': 'E grozav.'}"
"{'en': 'Beirut?\n', 'ro': 'E grozav.'}"
"{'en': 'Right?', 'ro': 'Nu-i aşa ?'}"
"{'en': 'Right?\n', 'ro': 'Nu-i aşa ?'}"
"{'en': 'Right?\n', 'ro': 'Nu-i aşa ?'}"
"{'en': 'Anyone?', 'ro': 'Cineva?'}"
"{'en': 'Anybody?\n', 'ro': 'Cineva?'}"
"{'en': 'Anybody?\n', 'ro': 'Cineva?'}"
"{'en': 'Totally.', 'ro': 'Desigur.'}"
"{'en': 'Totally.\n', 'ro': 'Desigur.'}"
"{'en': 'Totally.\n', 'ro': 'Desigur.'}"
"{'en': 'Terne!', 'ro': '- Stern!'}"
"{'en': 'Stern!\n', 'ro': '- Stern!'}"
"{'en': 'Stern!\n', 'ro': '- Stern!'}"
"{'en': 'Nora?', 'ro': 'Pe Nora ?'}"
"{'en': 'Nora?\n', 'ro': 'Pe Nora ?'}"
"{'en': 'Nora?\n', 'ro': 'Pe Nora ?'}"
"{'en': 'Sarah...', 'ro': 'Sarah...'}"
"{'en': 'Sarah...\n', 'ro': 'Sarah...'}"
"{'en': 'Sarah...\n', 'ro': 'Sarah...'}"
"{'en': 'No, wait.', 'ro': 'Nu. Aşteaptă aici.'}"
"{'en': 'No, wait\n', 'ro': 'Nu. Aşteaptă aici.'}"
"{'en': 'No, wait\n', 'ro': 'Nu. Aşteaptă aici.'}"
"{'en': 'Yes!', 'ro': 'Da!'}"
"{'en': 'Yes!\n', 'ro': 'Da!'}"
"{'en': 'Yes!\n', 'ro': 'Da!'}"
"{'en': 'Several.', 'ro': 'Mai multe.'}"
"{'en': 'Several.\n', 'ro': 'Mai multe.'}"
"{'en': 'Several.\n', 'ro': 'Mai multe.'}"
"{'en': 'Yes.', 'ro': 'Sigur.'}"
"{'en': 'Right.\n', 'ro': 'Sigur.'}"
"{'en': 'Right.\n', 'ro': 'Sigur.'}"
"{'en': 'Come on.', 'ro': 'Vino.'}"
"{'en': 'Come.\n', 'ro': 'Vino.'}"
"{'en': 'Come.\n', 'ro': 'Vino.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Calm down!', 'ro': 'Linişte !'}"
"{'en': 'Quiet!\n', 'ro': 'Linişte !'}"
"{'en': 'Quiet!\n', 'ro': 'Linişte !'}"
"{'en': 'I get it!', 'ro': 'Ha!'}"
"{'en': 'Gotcha!\n', 'ro': 'Ha!'}"
"{'en': 'Gotcha!\n', 'ro': 'Ha!'}"
"{'en': 'You okay?', 'ro': 'OK?'}"
"{'en': 'OK?\n', 'ro': 'OK?'}"
"{'en': 'OK?\n', 'ro': 'OK?'}"
"{'en': 'Younger.', 'ro': 'Mai mic.'}"
"{'en': 'Younger.\n', 'ro': 'Mai mic.'}"
"{'en': 'Younger.\n', 'ro': 'Mai mic.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Fine.\n', 'ro': 'Bine.'}"
"{'en': 'Fine.\n', 'ro': 'Bine.'}"
"{'en': 'Good.', 'ro': 'Bine.'}"
"{'en': 'Good.\n', 'ro': 'Bine.'}"
"{'en': 'Good.\n', 'ro': 'Bine.'}"
"{'en': 'What?', 'ro': '- Bună dimineaţa.'}"
"{'en': 'What?\n', 'ro': '- Bună dimineaţa.'}"
"{'en': 'What?\n', 'ro': '- Bună dimineaţa.'}"
"{'en': 'Bitch.', 'ro': 'Proasto...'}"
"{'en': 'Bitch.\n', 'ro': 'Proasto...'}"
"{'en': 'Bitch.\n', 'ro': 'Proasto...'}"
"{'en': 'Well...', 'ro': 'Bun...'}"
"{'en': 'Well...\n', 'ro': 'Bun...'}"
"{'en': 'Well...\n', 'ro': 'Bun...'}"
"{'en': 'Exactly.', 'ro': 'Dar aici suntem ...'}"
"{'en': 'Exactly.\n', 'ro': 'Dar aici suntem ...'}"
"{'en': 'Exactly.\n', 'ro': 'Dar aici suntem ...'}"
"{'en': ""It's Joe."", 'ro': 'Joe!'}"
"{'en': 'Joe.\n', 'ro': 'Joe!'}"
"{'en': 'Joe.\n', 'ro': 'Joe!'}"
"{'en': 'Neither.', 'ro': 'Nici.'}"
"{'en': 'Neither.\n', 'ro': 'Nici.'}"
"{'en': 'Neither.\n', 'ro': 'Nici.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu, nu.'}"
"{'en': 'No.\n', 'ro': 'Nu, nu.'}"
"{'en': 'No.\n', 'ro': 'Nu, nu.'}"
"{'en': ""Isn't that right?"", 'ro': '- Nu?'}"
"{'en': 'No?\n', 'ro': '- Nu?'}"
"{'en': 'No?\n', 'ro': '- Nu?'}"
"{'en': 'Oh, my God!', 'ro': 'Uau !'}"
"{'en': 'Wow!\n', 'ro': 'Uau !'}"
"{'en': 'Wow!\n', 'ro': 'Uau !'}"
"{'en': ""It's Harry!"", 'ro': 'Harry !'}"
"{'en': 'Harry!\n', 'ro': 'Harry !'}"
"{'en': 'Harry!\n', 'ro': 'Harry !'}"
"{'en': 'Goodbye.', 'ro': 'La revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'La revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'La revedere.'}"
"{'en': 'Eric?', 'ro': 'Eric?'}"
"{'en': 'Eric?\n', 'ro': 'Eric?'}"
"{'en': 'Eric?\n', 'ro': 'Eric?'}"
"{'en': 'Wait.', 'ro': '- Stai.'}"
"{'en': 'Wait.\n', 'ro': '- Stai.'}"
"{'en': 'Wait.\n', 'ro': '- Stai.'}"
"{'en': 'Please.', 'ro': 'Te rog.'}"
"{'en': 'Please.\n', 'ro': 'Te rog.'}"
"{'en': 'Please.\n', 'ro': 'Te rog.'}"
"{'en': 'Dad.', 'ro': 'Tată!'}"
"{'en': 'Dad.\n', 'ro': 'Tată!'}"
"{'en': 'Dad.\n', 'ro': 'Tată!'}"
"{'en': 'Hello.', 'ro': 'Bună.'}"
"{'en': 'Hi.\n', 'ro': 'Bună.'}"
"{'en': 'Hi.\n', 'ro': 'Bună.'}"
"{'en': 'Good!', 'ro': 'Bine!'}"
"{'en': 'Good!\n', 'ro': 'Bine!'}"
"{'en': 'Good!\n', 'ro': 'Bine!'}"
"{'en': ""That's right..."", 'ro': 'Corect...'}"
"{'en': 'Right...\n', 'ro': 'Corect...'}"
"{'en': 'Right...\n', 'ro': 'Corect...'}"
"{'en': 'Goodbye.', 'ro': 'Revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'Revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'Revedere.'}"
"{'en': 'Calm down.', 'ro': 'Relaxează-te.'}"
"{'en': 'Relax.\n', 'ro': 'Relaxează-te.'}"
"{'en': 'Relax.\n', 'ro': 'Relaxează-te.'}"
"{'en': 'Move!', 'ro': 'Mișcă!'}"
"{'en': 'Move!\n', 'ro': 'Mișcă!'}"
"{'en': 'Move!\n', 'ro': 'Mișcă!'}"
"{'en': 'For?', 'ro': 'Pentru?'}"
"{'en': 'For?\n', 'ro': 'Pentru?'}"
"{'en': 'For?\n', 'ro': 'Pentru?'}"
"{'en': 'Hello.', 'ro': 'Bună.'}"
"{'en': 'Hi.\n', 'ro': 'Bună.'}"
"{'en': 'Hi.\n', 'ro': 'Bună.'}"
"{'en': 'Listen...', 'ro': 'Sunt pe drum.'}"
"{'en': 'Look...\n', 'ro': 'Sunt pe drum.'}"
"{'en': 'Look...\n', 'ro': 'Sunt pe drum.'}"
"{'en': ""That's right."", 'ro': 'Mm.'}"
"{'en': 'Mm.\n', 'ro': 'Mm.'}"
"{'en': 'Mm.\n', 'ro': 'Mm.'}"
"{'en': 'Speak!', 'ro': 'Vorbeste!'}"
"{'en': 'Speak!\n', 'ro': 'Vorbeste!'}"
"{'en': 'Speak!\n', 'ro': 'Vorbeste!'}"
"{'en': 'Get out of the way!', 'ro': 'Clar!'}"
"{'en': 'Clear!\n', 'ro': 'Clar!'}"
"{'en': 'Clear!\n', 'ro': 'Clar!'}"
"{'en': 'Mausine.', 'ro': 'Mausie'}"
"{'en': 'Mausie.\n', 'ro': 'Mausie'}"
"{'en': 'Mausie.\n', 'ro': 'Mausie'}"
"{'en': 'Yes.', 'ro': 'Da, sigur.'}"
"{'en': 'Right.\n', 'ro': 'Da, sigur.'}"
"{'en': 'Right.\n', 'ro': 'Da, sigur.'}"
"{'en': ""Let's hope so."", 'ro': 'Plin de sperantă.'}"
"{'en': 'Hopeful.\n', 'ro': 'Plin de sperantă.'}"
"{'en': 'Hopeful.\n', 'ro': 'Plin de sperantă.'}"
"{'en': 'Oh, my God!', 'ro': 'Oh!'}"
"{'en': 'Oh!\n', 'ro': 'Oh!'}"
"{'en': 'Oh!\n', 'ro': 'Oh!'}"
"{'en': ""It's Vincent."", 'ro': 'Vincent.'}"
"{'en': 'Vincent.\n', 'ro': 'Vincent.'}"
"{'en': 'Vincent.\n', 'ro': 'Vincent.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Nothing.', 'ro': '- Nimic.'}"
"{'en': 'Nothing.\n', 'ro': '- Nimic.'}"
"{'en': 'Nothing.\n', 'ro': '- Nimic.'}"
"{'en': 'Oh, my God.', 'ro': '- Nu.'}"
"{'en': 'No.\n', 'ro': '- Nu.'}"
"{'en': 'No.\n', 'ro': '- Nu.'}"
"{'en': 'Or...', 'ro': 'Bine?'}"
"{'en': 'Or...\n', 'ro': 'Bine?'}"
"{'en': 'Or...\n', 'ro': 'Bine?'}"
"{'en': 'Yes!', 'ro': 'Da!'}"
"{'en': 'Yes!\n', 'ro': 'Da!'}"
"{'en': 'Yes!\n', 'ro': 'Da!'}"
"{'en': ""Oh... that's not true."", 'ro': 'Oh ...'}"
"{'en': 'Oh...\n', 'ro': 'Oh ...'}"
"{'en': 'Oh...\n', 'ro': 'Oh ...'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Castle!', 'ro': 'Castle!'}"
"{'en': 'Castle!\n', 'ro': 'Castle!'}"
"{'en': 'Castle!\n', 'ro': 'Castle!'}"
"{'en': ""It's Chihiro."", 'ro': 'Chihiro...'}"
"{'en': 'Chihiro.\n', 'ro': 'Chihiro...'}"
"{'en': 'Chihiro.\n', 'ro': 'Chihiro...'}"
"{'en': 'All right.', 'ro': 'Bine...'}"
"{'en': 'Okay.\n', 'ro': 'Bine...'}"
"{'en': 'Okay.\n', 'ro': 'Bine...'}"
"{'en': 'What?', 'ro': 'Ce-i?'}"
"{'en': 'What?\n', 'ro': 'Ce-i?'}"
"{'en': 'What?\n', 'ro': 'Ce-i?'}"
"{'en': 'Beautiful!', 'ro': 'Frumuşel !'}"
"{'en': 'Handsome!\n', 'ro': 'Frumuşel !'}"
"{'en': 'Handsome!\n', 'ro': 'Frumuşel !'}"
"{'en': 'But...', 'ro': 'Dar...'}"
"{'en': 'But...\n', 'ro': 'Dar...'}"
"{'en': 'But...\n', 'ro': 'Dar...'}"
"{'en': 'Ready.', 'ro': 'Gata.'}"
"{'en': 'Ready.\n', 'ro': 'Gata.'}"
"{'en': 'Ready.\n', 'ro': 'Gata.'}"
"{'en': 'Great!', 'ro': 'Minunat!'}"
"{'en': 'Great!\n', 'ro': 'Minunat!'}"
"{'en': 'Great!\n', 'ro': 'Minunat!'}"
"{'en': 'She.', 'ro': 'Şi ea la fel.'}"
"{'en': 'She.\n', 'ro': 'Şi ea la fel.'}"
"{'en': 'She.\n', 'ro': 'Şi ea la fel.'}"
"{'en': 'Oh, my God!', 'ro': 'Doamne!'}"
"{'en': 'God!\n', 'ro': 'Doamne!'}"
"{'en': 'God!\n', 'ro': 'Doamne!'}"
"{'en': ""What's this?"", 'ro': 'Uhh!'}"
"{'en': 'Uhh!\n', 'ro': 'Uhh!'}"
"{'en': 'Uhh!\n', 'ro': 'Uhh!'}"
"{'en': 'Kenshin!', 'ro': 'Kenshin!'}"
"{'en': 'Kenshin!\n', 'ro': 'Kenshin!'}"
"{'en': 'Kenshin!\n', 'ro': 'Kenshin!'}"
"{'en': 'You okay?', 'ro': 'Pricepi?'}"
"{'en': 'Okay?\n', 'ro': 'Pricepi?'}"
"{'en': 'Okay?\n', 'ro': 'Pricepi?'}"
"{'en': ""I'm sorry."", 'ro': 'Îmi pare rău.'}"
"{'en': 'Sorry.\n', 'ro': 'Îmi pare rău.'}"
"{'en': 'Sorry.\n', 'ro': 'Îmi pare rău.'}"
"{'en': 'Is that Scott?', 'ro': 'Scott?'}"
"{'en': 'Scott?\n', 'ro': 'Scott?'}"
"{'en': 'Scott?\n', 'ro': 'Scott?'}"
"{'en': 'Jamie?', 'ro': 'Jamie?'}"
"{'en': 'Jamie?\n', 'ro': 'Jamie?'}"
"{'en': 'Jamie?\n', 'ro': 'Jamie?'}"
"{'en': 'And...', 'ro': 'Şi...'}"
"{'en': 'And...\n', 'ro': 'Şi...'}"
"{'en': 'And...\n', 'ro': 'Şi...'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'Hello.', 'ro': '- Salut.'}"
"{'en': 'Hey.\n', 'ro': '- Salut.'}"
"{'en': 'Hey.\n', 'ro': '- Salut.'}"
"{'en': 'Scotch?', 'ro': 'Whisky?'}"
"{'en': 'Scotch?\n', 'ro': 'Whisky?'}"
"{'en': 'Scotch?\n', 'ro': 'Whisky?'}"
"{'en': 'Home!', 'ro': 'Acasa!'}"
"{'en': 'Home!\n', 'ro': 'Acasa!'}"
"{'en': 'Home!\n', 'ro': 'Acasa!'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!', 'ro': 'Alo!'}"
"{'en': 'Allo!\n', 'ro': 'Alo!'}"
"{'en': 'Allo!\n', 'ro': 'Alo!'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': ""It's okay..."", 'ro': 'OK ...'}"
"{'en': 'OK...\n', 'ro': 'OK ...'}"
"{'en': 'OK...\n', 'ro': 'OK ...'}"
"{'en': ""It's okay."", 'ro': 'Încântat.'}"
"{'en': 'Delighted.\n', 'ro': 'Încântat.'}"
"{'en': 'Delighted.\n', 'ro': 'Încântat.'}"
"{'en': 'Calm down.', 'ro': 'Relaxează-te.'}"
"{'en': 'Relax.\n', 'ro': 'Relaxează-te.'}"
"{'en': 'Relax.\n', 'ro': 'Relaxează-te.'}"
"{'en': 'All right!', 'ro': 'In regula !'}"
"{'en': 'Alright!\n', 'ro': 'In regula !'}"
"{'en': 'Alright!\n', 'ro': 'In regula !'}"
"{'en': 'Goodbye.', 'ro': 'La revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'La revedere.'}"
"{'en': 'Goodbye.\n', 'ro': 'La revedere.'}"
"{'en': '- Freddy?', 'ro': 'Freddy?'}"
"{'en': 'Freddy?\n', 'ro': 'Freddy?'}"
"{'en': 'Freddy?\n', 'ro': 'Freddy?'}"
"{'en': ""It's Cooper."", 'ro': 'Cooper.'}"
"{'en': 'Cooper.\n', 'ro': 'Cooper.'}"
"{'en': 'Cooper.\n', 'ro': 'Cooper.'}"
"{'en': '- Yes.', 'ro': 'D-nă.'}"
"{'en': 'Mrs..\n', 'ro': 'D-nă.'}"
"{'en': 'Mrs..\n', 'ro': 'D-nă.'}"
"{'en': 'Hello.', 'ro': 'Hei !'}"
"{'en': 'Hey.\n', 'ro': 'Hei !'}"
"{'en': 'Hey.\n', 'ro': 'Hei !'}"
"{'en': 'You okay?', 'ro': 'Ok ?'}"
"{'en': 'Okay?\n', 'ro': 'Ok ?'}"
"{'en': 'Okay?\n', 'ro': 'Ok ?'}"
"{'en': 'Magdalena.', 'ro': 'Magdalena.'}"
"{'en': 'Magdalena.\n', 'ro': 'Magdalena.'}"
"{'en': 'Magdalena.\n', 'ro': 'Magdalena.'}"
"{'en': 'What?', 'ro': '- Poftim?'}"
"{'en': 'What?\n', 'ro': '- Poftim?'}"
"{'en': 'What?\n', 'ro': '- Poftim?'}"
"{'en': 'Oh, my God!', 'ro': 'O!'}"
"{'en': 'Oh!\n', 'ro': 'O!'}"
"{'en': 'Oh!\n', 'ro': 'O!'}"
"{'en': ""It's Franco."", 'ro': 'Franco.'}"
"{'en': 'Franco.\n', 'ro': 'Franco.'}"
"{'en': 'Franco.\n', 'ro': 'Franco.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Encourage.', 'ro': 'Încurajarea.'}"
"{'en': 'Encouraging.\n', 'ro': 'Încurajarea.'}"
"{'en': 'Encouraging.\n', 'ro': 'Încurajarea.'}"
"{'en': 'Yes.', 'ro': 'Da, exact.'}"
"{'en': 'Yeahght.\n', 'ro': 'Da, exact.'}"
"{'en': 'Yeahght.\n', 'ro': 'Da, exact.'}"
"{'en': 'Just...', 'ro': 'Doar...'}"
"{'en': 'Just...\n', 'ro': 'Doar...'}"
"{'en': 'Just...\n', 'ro': 'Doar...'}"
"{'en': 'Good.', 'ro': 'Bine.'}"
"{'en': 'Good.\n', 'ro': 'Bine.'}"
"{'en': 'Good.\n', 'ro': 'Bine.'}"
"{'en': 'Jake?', 'ro': 'Jake?'}"
"{'en': 'Jake?\n', 'ro': 'Jake?'}"
"{'en': 'Jake?\n', 'ro': 'Jake?'}"
"{'en': 'Wait.', 'ro': 'Stai.'}"
"{'en': 'Wait.\n', 'ro': 'Stai.'}"
"{'en': 'Wait.\n', 'ro': 'Stai.'}"
"{'en': ""It's Larry!"", 'ro': 'Larry!'}"
"{'en': 'Larry!\n', 'ro': 'Larry!'}"
"{'en': 'Larry!\n', 'ro': 'Larry!'}"
"{'en': 'Susu...', 'ro': 'Susu...'}"
"{'en': 'Susu...\n', 'ro': 'Susu...'}"
"{'en': 'Susu...\n', 'ro': 'Susu...'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'Cosmetics.', 'ro': 'Cosmetică.'}"
"{'en': 'Cosmetic.\n', 'ro': 'Cosmetică.'}"
"{'en': 'Cosmetic.\n', 'ro': 'Cosmetică.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Oh, my God!', 'ro': 'Nu !'}"
"{'en': 'No!\n', 'ro': 'Nu !'}"
"{'en': 'No!\n', 'ro': 'Nu !'}"
"{'en': 'Lilo!', 'ro': 'Lilo!'}"
"{'en': 'Lilo!\n', 'ro': 'Lilo!'}"
"{'en': 'Lilo!\n', 'ro': 'Lilo!'}"
"{'en': 'Zoya!', 'ro': 'Zoya!'}"
"{'en': 'Zoya!\n', 'ro': 'Zoya!'}"
"{'en': 'Zoya!\n', 'ro': 'Zoya!'}"
"{'en': 'Hello.', 'ro': 'Alo?'}"
"{'en': 'Hello.\n', 'ro': 'Alo?'}"
"{'en': 'Hello.\n', 'ro': 'Alo?'}"
"{'en': 'Uh...', 'ro': 'Uh ...'}"
"{'en': 'Uh...\n', 'ro': 'Uh ...'}"
"{'en': 'Uh...\n', 'ro': 'Uh ...'}"
"{'en': 'Is that John?', 'ro': '- John?'}"
"{'en': 'John?\n', 'ro': '- John?'}"
"{'en': 'John?\n', 'ro': '- John?'}"
"{'en': 'Remember?', 'ro': 'Mai ţii minte?'}"
"{'en': 'Remember?\n', 'ro': 'Mai ţii minte?'}"
"{'en': 'Remember?\n', 'ro': 'Mai ţii minte?'}"
"{'en': ""Isn't that right?"", 'ro': 'Nu?'}"
"{'en': 'No?\n', 'ro': 'Nu?'}"
"{'en': 'No?\n', 'ro': 'Nu?'}"
"{'en': 'Justin...', 'ro': 'Justin...'}"
"{'en': 'Justin...\n', 'ro': 'Justin...'}"
"{'en': 'Justin...\n', 'ro': 'Justin...'}"
"{'en': 'Hello.', 'ro': 'Alo?'}"
"{'en': 'Hello.\n', 'ro': 'Alo?'}"
"{'en': 'Hello.\n', 'ro': 'Alo?'}"
"{'en': 'All right.', 'ro': 'În regulă, vom fi la secţie după-amiază.'}"
"{'en': 'Fine.\n', 'ro': 'În regulă, vom fi la secţie după-amiază.'}"
"{'en': 'Fine.\n', 'ro': 'În regulă, vom fi la secţie după-amiază.'}"
"{'en': 'So what?', 'ro': 'Si?'}"
"{'en': 'And?\n', 'ro': 'Si?'}"
"{'en': 'And?\n', 'ro': 'Si?'}"
"{'en': 'Your Majesty.', 'ro': 'Maiestate.'}"
"{'en': 'Majesty.\n', 'ro': 'Maiestate.'}"
"{'en': 'Majesty.\n', 'ro': 'Maiestate.'}"
"{'en': 'Yes!', 'ro': 'Da!'}"
"{'en': 'Yes!\n', 'ro': 'Da!'}"
"{'en': 'Yes!\n', 'ro': 'Da!'}"
"{'en': 'Oh, my God.', 'ro': 'Nu!'}"
"{'en': 'No.\n', 'ro': 'Nu!'}"
"{'en': 'No.\n', 'ro': 'Nu!'}"
"{'en': 'Yeah!', 'ro': 'Da!'}"
"{'en': 'Yeah!\n', 'ro': 'Da!'}"
"{'en': 'Yeah!\n', 'ro': 'Da!'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': ""Liz, what's that?"", 'ro': 'Liz.'}"
"{'en': 'Liz.\n', 'ro': 'Liz.'}"
"{'en': 'Liz.\n', 'ro': 'Liz.'}"
"{'en': 'Please.', 'ro': 'Te rog.'}"
"{'en': 'Please.\n', 'ro': 'Te rog.'}"
"{'en': 'Please.\n', 'ro': 'Te rog.'}"
"{'en': 'Is it over?', 'ro': 'Ai terminat?'}"
"{'en': 'Finished?\n', 'ro': 'Ai terminat?'}"
"{'en': 'Finished?\n', 'ro': 'Ai terminat?'}"
"{'en': 'Label: Last,Night,Big,World,Original,Radio,Edit,', 'ro': 'Etichete: Fero,Cristi,Nova,iubesc,2015,Originala,'}"
"{'en': 'Etichete: Last,Night,Big,World,Original,Radio,Edit,\n', 'ro': 'Etichete: Fero,Cristi,Nova,iubesc,2015,Originala,'}"
