translation
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': 'Huge'}"
"{'af': '_Groepeer volgens...', 'en': '_Group , By...'}"
"{'af': '_Groepeer volgens...', 'en': '? _Group By...'}"
"{'af': '_Groepeer volgens...', 'en': ', _Group By...'}"
"{'af': '_Groepeer volgens...', 'en': '_Group By...'}"
"{'af': 'Merk boodskap as gelees', 'en': 'Mark Message ? as ? & To-do'}"
"{'af': 'Merk boodskap as gelees', 'en': 'Mark Message as & , To-do'}"
"{'af': 'Merk boodskap as gelees', 'en': 'Mark Message as & , To-do'}"
"{'af': 'Merk boodskap as gelees', 'en': 'Mark Message as & To-do'}"
"{'af': '_Bediener:', 'en': '; Server:'}"
"{'af': '_Bediener:', 'en': ', Server:'}"
"{'af': '_Bediener:', 'en': '? Server:'}"
"{'af': '_Bediener:', 'en': 'Server:'}"
"{'af': 'Verander rekeningopstelling en status', 'en': 'Change : account settings ; and status'}"
"{'af': 'Verander rekeningopstelling en status', 'en': 'Change account settings and ? status'}"
"{'af': 'Verander rekeningopstelling en status', 'en': ': Change account settings and status'}"
"{'af': 'Verander rekeningopstelling en status', 'en': 'Change account settings and status'}"
"{'af': 'Besigtig naam :', 'en': 'View ? name :'}"
"{'af': 'Besigtig naam :', 'en': '; View name :'}"
"{'af': 'Besigtig naam :', 'en': 'View name ; :'}"
"{'af': 'Besigtig naam :', 'en': 'View name :'}"
"{'af': '_Gaan na reël', 'en': '_Join ! Lines'}"
"{'af': '_Gaan na reël', 'en': '! _Join Lines'}"
"{'af': '_Gaan na reël', 'en': '? _Join Lines'}"
"{'af': '_Gaan na reël', 'en': '_Join Lines'}"
"{'af': 'Kon nie gids skep nie', 'en': 'Failed to create . folder %1 .'}"
"{'af': 'Kon nie gids skep nie', 'en': 'Failed to create folder . %1 .'}"
"{'af': 'Kon nie gids skep nie', 'en': 'Failed to create ! folder %1 .'}"
"{'af': 'Kon nie gids skep nie', 'en': 'Failed to create folder %1 .'}"
"{'af': ""Lêer dialoog om 'n bestaande lêer te kies"", 'en': 'Calendar dialog box, returns selected . date'}"
"{'af': ""Lêer dialoog om 'n bestaande lêer te kies"", 'en': 'Calendar dialog box, returns selected , date'}"
"{'af': ""Lêer dialoog om 'n bestaande lêer te kies"", 'en': '. Calendar dialog box, returns selected date'}"
"{'af': ""Lêer dialoog om 'n bestaande lêer te kies"", 'en': 'Calendar dialog box, returns selected date'}"
"{'af': 'Arabiese sleutelkaart', 'en': 'Arabic : keymap'}"
"{'af': 'Arabiese sleutelkaart', 'en': 'Arabic ; keymap'}"
"{'af': 'Arabiese sleutelkaart', 'en': ', Arabic keymap'}"
"{'af': 'Arabiese sleutelkaart', 'en': 'Arabic keymap'}"
"{'af': 'Merk die gekose boodskappe as belangrik', 'en': 'Mark the selected messages ; as ? important'}"
"{'af': 'Merk die gekose boodskappe as belangrik', 'en': '. Mark the selected messages as , important'}"
"{'af': 'Merk die gekose boodskappe as belangrik', 'en': ': Mark the selected messages as important'}"
"{'af': 'Merk die gekose boodskappe as belangrik', 'en': 'Mark the selected messages as important'}"
"{'af': 'Pete Ross?', 'en': 'Pete ; Ross?'}"
"{'af': 'Pete Ross?', 'en': 'Pete : Ross?'}"
"{'af': 'Pete Ross?', 'en': 'Pete , Ross?'}"
"{'af': 'Pete Ross?', 'en': 'Pete Ross?'}"
"{'af': 'Nommer van planes:', 'en': 'Number ? of planes:'}"
"{'af': 'Nommer van planes:', 'en': '; Number of planes:'}"
"{'af': 'Nommer van planes:', 'en': 'Number of ? planes:'}"
"{'af': 'Nommer van planes:', 'en': 'Number of planes:'}"
"{'af': 'Nuwe naam :', 'en': 'New name ! :'}"
"{'af': 'Nuwe naam :', 'en': ': New name :'}"
"{'af': 'Nuwe naam :', 'en': ': New name :'}"
"{'af': 'Nuwe naam :', 'en': 'New name :'}"
"{'af': 'pigment lys', 'en': '! pigment list'}"
"{'af': 'pigment lys', 'en': 'pigment , list'}"
"{'af': 'pigment lys', 'en': '; pigment list'}"
"{'af': 'pigment lys', 'en': 'pigment list'}"
"{'af': 'Beginnergame speed', 'en': '? Beginner'}"
"{'af': 'Beginnergame speed', 'en': '. Beginner'}"
"{'af': 'Beginnergame speed', 'en': ', Beginner'}"
"{'af': 'Beginnergame speed', 'en': 'Beginner'}"
"{'af': 'Kleopatra', 'en': ', Kleopatra'}"
"{'af': 'Kleopatra', 'en': '. Kleopatra'}"
"{'af': 'Kleopatra', 'en': '! Kleopatra'}"
"{'af': 'Kleopatra', 'en': 'Kleopatra'}"
"{'af': ""Die tydslengte, in millisekondes, om te wag tussen die neem van agtereenvolgende foto's in sarsiemodus."", 'en': 'The , length of time, in milliseconds, ! to delay between taking each photo in a burst : sequence ! of : photos. If the ! burst ! delay is less ; than the countdown duration, the ? countdown duration will be used ; instead.'}"
"{'af': ""Die tydslengte, in millisekondes, om te wag tussen die neem van agtereenvolgende foto's in sarsiemodus."", 'en': 'The , length of time, in . milliseconds, to delay between taking each photo in ; a burst : sequence of , photos. If the , burst delay is . less than . the countdown , duration, the countdown duration will be used instead.'}"
"{'af': ""Die tydslengte, in millisekondes, om te wag tussen die neem van agtereenvolgende foto's in sarsiemodus."", 'en': 'The length of time, in : milliseconds, : to delay between taking each photo in ; a : burst sequence of photos. , If the burst , delay . is less than ; the countdown . duration, the , countdown duration will be used instead.'}"
"{'af': ""Die tydslengte, in millisekondes, om te wag tussen die neem van agtereenvolgende foto's in sarsiemodus."", 'en': 'The length of time, in milliseconds, to delay between taking each photo in a burst sequence of photos. If the burst delay is less than the countdown duration, the countdown duration will be used instead.'}"
"{'af': 'Moeiliker kleure', 'en': '! Advanced colors'}"
"{'af': 'Moeiliker kleure', 'en': 'Advanced ! colors'}"
"{'af': 'Moeiliker kleure', 'en': 'Advanced ! colors'}"
"{'af': 'Moeiliker kleure', 'en': 'Advanced colors'}"
"{'af': 'Stuur Boodskap ...', 'en': ': Sending Message ...'}"
"{'af': 'Stuur Boodskap ...', 'en': 'Sending Message . ...'}"
"{'af': 'Stuur Boodskap ...', 'en': 'Sending ; Message ...'}"
"{'af': 'Stuur Boodskap ...', 'en': 'Sending Message ...'}"
"{'af': ""Ek deug nie in 'n klug nie Ek gee u die aanduidings"", 'en': 'You . are wanted in the , theatre. ! Now!'}"
"{'af': ""Ek deug nie in 'n klug nie Ek gee u die aanduidings"", 'en': 'You are wanted . in the theatre. Now!'}"
"{'af': ""Ek deug nie in 'n klug nie Ek gee u die aanduidings"", 'en': 'You are wanted in . the : theatre. Now!'}"
"{'af': ""Ek deug nie in 'n klug nie Ek gee u die aanduidings"", 'en': 'You are wanted in the theatre. Now!'}"
"{'af': 'Vi_nd', 'en': ': Fi_nd'}"
"{'af': 'Vi_nd', 'en': '? Fi_nd'}"
"{'af': 'Vi_nd', 'en': '. Fi_nd'}"
"{'af': 'Vi_nd', 'en': 'Fi_nd'}"
"{'af': 'En gister?', 'en': '? And yesterday?'}"
"{'af': 'En gister?', 'en': ': And yesterday?'}"
"{'af': 'En gister?', 'en': 'And ? yesterday?'}"
"{'af': 'En gister?', 'en': 'And yesterday?'}"
"{'af': 'Stoor die huidige dokument', 'en': 'Close the current , document view'}"
"{'af': 'Stoor die huidige dokument', 'en': '; Close the current document view'}"
"{'af': 'Stoor die huidige dokument', 'en': 'Close the , current document . view'}"
"{'af': 'Stoor die huidige dokument', 'en': 'Close the current document view'}"
"{'af': 'Die aanhegsel kon nie gestoor word nie.', 'en': 'The attachment could ? not be . saved.'}"
"{'af': 'Die aanhegsel kon nie gestoor word nie.', 'en': 'The attachment could not ; be . saved.'}"
"{'af': 'Die aanhegsel kon nie gestoor word nie.', 'en': 'The attachment could : not be saved.'}"
"{'af': 'Die aanhegsel kon nie gestoor word nie.', 'en': 'The attachment could not be saved.'}"
"{'af': 'Kwik', 'en': '? Show long names'}"
"{'af': 'Kwik', 'en': 'Show long : names'}"
"{'af': 'Kwik', 'en': 'Show . long names'}"
"{'af': 'Kwik', 'en': 'Show long names'}"
"{'af': 'Silweramount in units ( real )', 'en': '! picoliters'}"
"{'af': 'Silweramount in units ( real )', 'en': '; picoliters'}"
"{'af': 'Silweramount in units ( real )', 'en': '. picoliters'}"
"{'af': 'Silweramount in units ( real )', 'en': 'picoliters'}"
"{'af': 'Soekgidse', 'en': ', S_earch filter:'}"
"{'af': 'Soekgidse', 'en': 'S_earch . filter:'}"
"{'af': 'Soekgidse', 'en': '! S_earch filter:'}"
"{'af': 'Soekgidse', 'en': 'S_earch filter:'}"
"{'af': ""'n Bietjie wat?"", 'en': 'A bit of ! what?'}"
"{'af': ""'n Bietjie wat?"", 'en': 'A bit of ! what?'}"
"{'af': ""'n Bietjie wat?"", 'en': 'A . bit ; of what?'}"
"{'af': ""'n Bietjie wat?"", 'en': 'A bit of what?'}"
"{'af': ""Ek het 'n klein talentjie, maar baie tyd tot my beskikking"", 'en': 'I have , a ! tiny talent and an enormous amount of time.'}"
"{'af': ""Ek het 'n klein talentjie, maar baie tyd tot my beskikking"", 'en': 'I have a tiny . talent , and ! an enormous amount of , time.'}"
"{'af': ""Ek het 'n klein talentjie, maar baie tyd tot my beskikking"", 'en': 'I have , a tiny talent and an enormous ; amount of time.'}"
"{'af': ""Ek het 'n klein talentjie, maar baie tyd tot my beskikking"", 'en': 'I have a tiny talent and an enormous amount of time.'}"
"{'af': 'Hier het hy sy vrou ontmoet', 'en': ', Here is where ; he met his future , wife.'}"
"{'af': 'Hier het hy sy vrou ontmoet', 'en': 'Here ? is : where ! he met his future wife.'}"
"{'af': 'Hier het hy sy vrou ontmoet', 'en': 'Here is where . he : met his future : wife.'}"
"{'af': 'Hier het hy sy vrou ontmoet', 'en': 'Here is where he met his future wife.'}"
"{'af': 'Beweeg boodskap na asblik', 'en': '. Move thread ; to trashcan'}"
"{'af': 'Beweeg boodskap na asblik', 'en': 'Move thread to . trashcan'}"
"{'af': 'Beweeg boodskap na asblik', 'en': 'Move thread . to trashcan'}"
"{'af': 'Beweeg boodskap na asblik', 'en': 'Move thread to trashcan'}"
"{'af': 'Bokantste uitgevoude randpaneel', 'en': 'Top Expanded ! Edge Panel'}"
"{'af': 'Bokantste uitgevoude randpaneel', 'en': 'Top Expanded ! Edge . Panel'}"
"{'af': 'Bokantste uitgevoude randpaneel', 'en': '? Top Expanded Edge Panel'}"
"{'af': 'Bokantste uitgevoude randpaneel', 'en': 'Top Expanded Edge Panel'}"
"{'af': 'Wat doen hy daar?', 'en': "": What's he doing?""}"
"{'af': 'Wat doen hy daar?', 'en': "". What's he doing?""}"
"{'af': 'Wat doen hy daar?', 'en': ""What's he . doing?""}"
"{'af': 'Wat doen hy daar?', 'en': ""What's he doing?""}"
"{'af': 'Vervang almal', 'en': 'Replace : All'}"
"{'af': 'Vervang almal', 'en': 'Replace ! All'}"
"{'af': 'Vervang almal', 'en': '! Replace All'}"
"{'af': 'Vervang almal', 'en': 'Replace All'}"
"{'af': 'Aantal _menslike spelers:', 'en': '! Number , of _human players:'}"
"{'af': 'Aantal _menslike spelers:', 'en': '! Number . of _human players:'}"
"{'af': 'Aantal _menslike spelers:', 'en': ': Number of . _human players:'}"
"{'af': 'Aantal _menslike spelers:', 'en': 'Number of _human players:'}"
"{'af': 'City in Quebec Canada', 'en': ', Chow'}"
"{'af': 'City in Quebec Canada', 'en': '! Chow'}"
"{'af': 'City in Quebec Canada', 'en': '! Chow'}"
"{'af': 'City in Quebec Canada', 'en': 'Chow'}"
"{'af': 'Asië/Seoul', 'en': ': Asia/Seoul'}"
"{'af': 'Asië/Seoul', 'en': '; Asia/Seoul'}"
"{'af': 'Asië/Seoul', 'en': '; Asia/Seoul'}"
"{'af': 'Asië/Seoul', 'en': 'Asia/Seoul'}"
"{'af': 'Advanced URLs : description or category', 'en': '. Downloads new data'}"
"{'af': 'Advanced URLs : description or category', 'en': '? Downloads new data'}"
"{'af': 'Advanced URLs : description or category', 'en': 'Downloads : new data'}"
"{'af': 'Advanced URLs : description or category', 'en': 'Downloads new data'}"
"{'af': 'TrinidadCity in Alabama USA', 'en': '! Montgomery'}"
"{'af': 'TrinidadCity in Alabama USA', 'en': '! Montgomery'}"
"{'af': 'TrinidadCity in Alabama USA', 'en': '; Montgomery'}"
"{'af': 'TrinidadCity in Alabama USA', 'en': 'Montgomery'}"
"{'af': 'Stoor . diff', 'en': 'Save . ; diff'}"
"{'af': 'Stoor . diff', 'en': '! Save . diff'}"
"{'af': 'Stoor . diff', 'en': 'Save . : diff'}"
"{'af': 'Stoor . diff', 'en': 'Save . diff'}"
"{'af': '@ title: window', 'en': ', The file is not a valid , KDM theme archive.'}"
"{'af': '@ title: window', 'en': 'The file ; is not a valid . KDM theme archive.'}"
"{'af': '@ title: window', 'en': 'The file . is not ! a valid KDM theme archive.'}"
"{'af': '@ title: window', 'en': 'The file is not a valid KDM theme archive.'}"
"{'af': ""%s vra dat %s 'n taak uitvoer."", 'en': '%s requests %s , to : perform ; a task.'}"
"{'af': ""%s vra dat %s 'n taak uitvoer."", 'en': '%s requests %s , to perform ! a task.'}"
"{'af': ""%s vra dat %s 'n taak uitvoer."", 'en': '? %s ? requests %s to . perform a task.'}"
"{'af': ""%s vra dat %s 'n taak uitvoer."", 'en': '%s requests %s to perform a task.'}"
"{'af': 'Ek beplan om vroeg te wees.', 'en': '. I plan on being . early.'}"
"{'af': 'Ek beplan om vroeg te wees.', 'en': 'I plan on being : early.'}"
"{'af': 'Ek beplan om vroeg te wees.', 'en': 'I . plan on being early.'}"
"{'af': 'Ek beplan om vroeg te wees.', 'en': 'I plan on being early.'}"
"{'af': 'Hebreeus', 'en': '! Hebrew'}"
"{'af': 'Hebreeus', 'en': '. Hebrew'}"
"{'af': 'Hebreeus', 'en': ', Hebrew'}"
"{'af': 'Hebreeus', 'en': 'Hebrew'}"
"{'af': 'Outeur: %s', 'en': 'Author: . %s'}"
"{'af': 'Outeur: %s', 'en': 'Author: ; %s'}"
"{'af': 'Outeur: %s', 'en': 'Author: . %s'}"
"{'af': 'Outeur: %s', 'en': 'Author: %s'}"
"{'af': 'Voorskou van die kalender wat gedruk word', 'en': 'Preview the calendar , to be printed'}"
"{'af': 'Voorskou van die kalender wat gedruk word', 'en': 'Preview : the calendar to be printed'}"
"{'af': 'Voorskou van die kalender wat gedruk word', 'en': 'Preview ! the calendar to be printed'}"
"{'af': 'Voorskou van die kalender wat gedruk word', 'en': 'Preview the calendar to be printed'}"
"{'af': 'Ontdoen die jongste aksie', 'en': 'Undo : the last action'}"
"{'af': 'Ontdoen die jongste aksie', 'en': 'Undo the ; last action'}"
"{'af': 'Ontdoen die jongste aksie', 'en': 'Undo ! the last action'}"
"{'af': 'Ontdoen die jongste aksie', 'en': 'Undo the last action'}"
"{'af': 'Voeg lêers by die argief', 'en': 'Add files to the . archive'}"
"{'af': 'Voeg lêers by die argief', 'en': 'Add : files to the archive'}"
"{'af': 'Voeg lêers by die argief', 'en': 'Add files , to the archive'}"
"{'af': 'Voeg lêers by die argief', 'en': 'Add files to the archive'}"
"{'af': '_Vaste wydte:', 'en': '; Fi_xed-width:'}"
"{'af': '_Vaste wydte:', 'en': '; Fi_xed-width:'}"
"{'af': '_Vaste wydte:', 'en': '. Fi_xed-width:'}"
"{'af': '_Vaste wydte:', 'en': 'Fi_xed-width:'}"
"{'af': 'Hemelsbloucolor', 'en': '. SkyBlue4'}"
"{'af': 'Hemelsbloucolor', 'en': '; SkyBlue4'}"
"{'af': 'Hemelsbloucolor', 'en': '. SkyBlue4'}"
"{'af': 'Hemelsbloucolor', 'en': 'SkyBlue4'}"
"{'af': 'Vertikale draai', 'en': '! Vertical Flip'}"
"{'af': 'Vertikale draai', 'en': ': Vertical Flip'}"
"{'af': 'Vertikale draai', 'en': 'Vertical , Flip'}"
"{'af': 'Vertikale draai', 'en': 'Vertical Flip'}"
"{'af': 'Agtergrondsoort', 'en': 'Background ? type'}"
"{'af': 'Agtergrondsoort', 'en': '! Background type'}"
"{'af': 'Agtergrondsoort', 'en': '. Background type'}"
"{'af': 'Agtergrondsoort', 'en': 'Background type'}"
"{'af': 'MarshallCity in Nebraska USA', 'en': 'The "" face "" ! on Mars'}"
"{'af': 'MarshallCity in Nebraska USA', 'en': 'The "" face ; "" on Mars'}"
"{'af': 'MarshallCity in Nebraska USA', 'en': '. The , "" face "" on Mars'}"
"{'af': 'MarshallCity in Nebraska USA', 'en': 'The "" face "" on Mars'}"
"{'af': 'Versoek', 'en': '. %1 wants to attend %2 on . behalf of %3 .'}"
"{'af': 'Versoek', 'en': '; %1 wants to attend %2 on behalf of %3 .'}"
"{'af': 'Versoek', 'en': '%1 wants to attend %2 . on behalf of %3 .'}"
"{'af': 'Versoek', 'en': '%1 wants to attend %2 on behalf of %3 .'}"
"{'af': 'Gaan na die laaste bladsy', 'en': 'Go : to , the last page'}"
"{'af': 'Gaan na die laaste bladsy', 'en': '; Go to the last ! page'}"
"{'af': 'Gaan na die laaste bladsy', 'en': 'Go ! to the last page'}"
"{'af': 'Gaan na die laaste bladsy', 'en': 'Go to the last page'}"
"{'af': '_Gaan voort', 'en': '; _Continue'}"
"{'af': '_Gaan voort', 'en': '! _Continue'}"
"{'af': '_Gaan voort', 'en': '? _Continue'}"
"{'af': '_Gaan voort', 'en': '_Continue'}"
"{'af': ""Of magtiging gevra word wanneer 'n terminaal met meer as een oop oortjie toegemaak word."", 'en': 'Whether to ask for confirmation when closing a , terminal window , which has more . than , one : open , tab.'}"
"{'af': ""Of magtiging gevra word wanneer 'n terminaal met meer as een oop oortjie toegemaak word."", 'en': 'Whether ! to ask for confirmation : when closing a terminal window which has ? more than one ? open tab.'}"
"{'af': ""Of magtiging gevra word wanneer 'n terminaal met meer as een oop oortjie toegemaak word."", 'en': 'Whether to ask ! for ! confirmation : when closing a : terminal window which has ? more than one open ? tab.'}"
"{'af': ""Of magtiging gevra word wanneer 'n terminaal met meer as een oop oortjie toegemaak word."", 'en': 'Whether to ask for confirmation when closing a terminal window which has more than one open tab.'}"
"{'af': ""' Hot New Stuff ' Verskaffers"", 'en': '; %2'}"
"{'af': ""' Hot New Stuff ' Verskaffers"", 'en': '! %2'}"
"{'af': ""' Hot New Stuff ' Verskaffers"", 'en': ', %2'}"
"{'af': ""' Hot New Stuff ' Verskaffers"", 'en': '%2'}"
"{'af': 'Amerika/Rainy_River', 'en': '. America/Rainy_River'}"
"{'af': 'Amerika/Rainy_River', 'en': ', America/Rainy_River'}"
"{'af': 'Amerika/Rainy_River', 'en': '? America/Rainy_River'}"
"{'af': 'Amerika/Rainy_River', 'en': 'America/Rainy_River'}"
"{'af': 'klaweragt', 'en': 'the ! eight of ! clubs'}"
"{'af': 'klaweragt', 'en': 'the eight of ! clubs'}"
"{'af': 'klaweragt', 'en': '? the eight of clubs'}"
"{'af': 'klaweragt', 'en': 'the eight of clubs'}"
"{'af': 'Onverwagte karakter \'% 1\' na ""% 2""', 'en': 'Unexpected character \'%1 . \'after ""%2""'}"
"{'af': 'Onverwagte karakter \'% 1\' na ""% 2""', 'en': 'Unexpected , character \'%1 \'after ""%2""'}"
"{'af': 'Onverwagte karakter \'% 1\' na ""% 2""', 'en': '. Unexpected character ; \'%1 \'after ""%2""'}"
"{'af': 'Onverwagte karakter \'% 1\' na ""% 2""', 'en': 'Unexpected character \'%1 \'after ""%2""'}"
"{'af': 'Kon nie aanhegsel “%s” stoor nie: %s', 'en': ""Couldn't save attachment “%s”: ! %s""}"
"{'af': 'Kon nie aanhegsel “%s” stoor nie: %s', 'en': "": Couldn't save : attachment “%s”: %s""}"
"{'af': 'Kon nie aanhegsel “%s” stoor nie: %s', 'en': ""! Couldn't save attachment “%s”: ? %s""}"
"{'af': 'Kon nie aanhegsel “%s” stoor nie: %s', 'en': ""Couldn't save attachment “%s”: %s""}"
"{'af': '- Druk Ctrl terwyl te trek na redigeer die vorige bezier vektor .', 'en': '! - Press Ctrl while ? dragging to edit the previous bezier vector .'}"
"{'af': '- Druk Ctrl terwyl te trek na redigeer die vorige bezier vektor .', 'en': '- Press ! Ctrl while dragging to edit the previous ! bezier vector .'}"
