translation
"{'en': 'GNOME', 'cy': 'GNOME'}"
"{'en': 'Batna\n', 'cy': 'Bastiaeurope. kgm'}"
"{'en': 'Greece', 'cy': 'Gwlad Groeg'}"
"{'en': 'Greece\n', 'cy': 'Gwlad Groeg'}"
"{'en': 'Greece\n', 'cy': 'Gwlad Groeg'}"
"{'en': 'Empty', 'cy': 'GwagComment'}"
"{'en': 'Empty\n', 'cy': 'GwagComment'}"
"{'en': 'Empty\n', 'cy': 'GwagComment'}"
"{'en': 'Newburgh', 'cy': 'Newburgh'}"
"{'en': 'Newburgh\n', 'cy': 'Newburgh'}"
"{'en': 'Newburgh\n', 'cy': 'Newburgh'}"
"{'en': 'Character map', 'cy': 'Amgodiadau Nodau'}"
"{'en': 'Character Map\n', 'cy': 'Amgodiadau Nodau'}"
"{'en': 'Character Map\n', 'cy': 'Amgodiadau Nodau'}"
"{'en': 'Separate horizontally', 'cy': ""Hollti' n Lorweddol""}"
"{'en': 'Split Horizontal\n', 'cy': ""Hollti' n Lorweddol""}"
"{'en': 'Split Horizontal\n', 'cy': ""Hollti' n Lorweddol""}"
"{'en': 'Appearance Page', 'cy': 'Tudalen Olwg'}"
"{'en': 'Appearance Page\n', 'cy': 'Tudalen Olwg'}"
"{'en': 'Appearance Page\n', 'cy': 'Tudalen Olwg'}"
"{'en': 'Nightfall', 'cy': 'Dechreunos'}"
"{'en': 'Nightfall\n', 'cy': 'Dechreunos'}"
"{'en': 'Nightfall\n', 'cy': 'Dechreunos'}"
"{'en': 'User data', 'cy': 'Data Defnyddiwr'}"
"{'en': 'User Data\n', 'cy': 'Data Defnyddiwr'}"
"{'en': 'User Data\n', 'cy': 'Data Defnyddiwr'}"
"{'en': 'Mute button', 'cy': 'Media controller element'}"
"{'en': 'Mute Button\n', 'cy': 'Media controller element'}"
"{'en': 'Mute Button\n', 'cy': 'Media controller element'}"
"{'en': 'Dak Nong', 'cy': 'vietnam. kgm'}"
"{'en': 'Dak Nong\n', 'cy': 'vietnam. kgm'}"
"{'en': 'Dak Nong\n', 'cy': 'vietnam. kgm'}"
"{'en': 'Import failure', 'cy': 'Methwyd Mewnforio'}"
"{'en': 'Import Failed\n', 'cy': 'Methwyd Mewnforio'}"
"{'en': 'Import Failed\n', 'cy': 'Methwyd Mewnforio'}"
"{'en': 'Enable animations', 'cy': 'Galluogi Animeiddio'}"
"{'en': 'Enable Animations\n', 'cy': 'Galluogi Animeiddio'}"
"{'en': 'Enable Animations\n', 'cy': 'Galluogi Animeiddio'}"
"{'en': 'La Paz', 'cy': 'La Pazworld. kgm'}"
"{'en': 'La Paz\n', 'cy': 'La Pazworld. kgm'}"
"{'en': 'La Paz\n', 'cy': 'La Pazworld. kgm'}"
"{'en': 'Anonymous', 'cy': 'Dienw'}"
"{'en': 'Anonymously\n', 'cy': 'Dienw'}"
"{'en': 'Anonymously\n', 'cy': 'Dienw'}"
"{'en': 'General parameters', 'cy': 'Gosodiadau Cyffredinol'}"
"{'en': 'General Settings\n', 'cy': 'Gosodiadau Cyffredinol'}"
"{'en': 'General Settings\n', 'cy': 'Gosodiadau Cyffredinol'}"
"{'en': 'Masally', 'cy': 'Massaazerbaijan. kgm'}"
"{'en': 'Masally\n', 'cy': 'Massaazerbaijan. kgm'}"
"{'en': 'Masally\n', 'cy': 'Massaazerbaijan. kgm'}"
"{'en': 'Fort Wayne', 'cy': 'Fort Wayne'}"
"{'en': 'Fort Wayne\n', 'cy': 'Fort Wayne'}"
"{'en': 'Fort Wayne\n', 'cy': 'Fort Wayne'}"
"{'en': 'Beijing', 'cy': 'Beijing长春'}"
"{'en': 'Beijing\n', 'cy': 'Beijing长春'}"
"{'en': 'Beijing\n', 'cy': 'Beijing长春'}"
"{'en': 'Piri Grande', 'cy': 'La Grande'}"
"{'en': 'Piri Grande\n', 'cy': 'La Grande'}"
"{'en': 'Piri Grande\n', 'cy': 'La Grande'}"
"{'en': 'Larger', 'cy': 'Mwy'}"
"{'en': 'Larger\n', 'cy': 'Mwy'}"
"{'en': 'Larger\n', 'cy': 'Mwy'}"
"{'en': 'black', 'cy': 'underlinetextattr'}"
"{'en': 'black\n', 'cy': 'underlinetextattr'}"
"{'en': 'black\n', 'cy': 'underlinetextattr'}"
"{'en': 'Ignition extinguished', 'cy': 'Wyth Bant'}"
"{'en': 'Lights Off\n', 'cy': 'Wyth Bant'}"
"{'en': 'Lights Off\n', 'cy': 'Wyth Bant'}"
"{'en': 'High', 'cy': 'Uchel'}"
"{'en': 'High\n', 'cy': 'Uchel'}"
"{'en': 'High\n', 'cy': 'Uchel'}"
"{'en': 'Willcox', 'cy': 'WillcoxCity name (optional, probably does not need a translation)'}"
"{'en': 'Willcox\n', 'cy': 'WillcoxCity name (optional, probably does not need a translation)'}"
"{'en': 'Willcox\n', 'cy': 'WillcoxCity name (optional, probably does not need a translation)'}"
"{'en': 'Radisson', 'cy': 'Madison'}"
"{'en': 'Radisson\n', 'cy': 'Madison'}"
"{'en': 'Radisson\n', 'cy': 'Madison'}"
"{'en': 'Reset', 'cy': 'Ailosod'}"
"{'en': 'Reset\n', 'cy': 'Ailosod'}"
"{'en': 'Reset\n', 'cy': 'Ailosod'}"
"{'en': 'Use KMail', 'cy': 'KMail'}"
"{'en': 'Use KMail\n', 'cy': 'KMail'}"
"{'en': 'Use KMail\n', 'cy': 'KMail'}"
"{'en': 'Gregorian', 'cy': 'GregoraiddCalendar System Hijri'}"
"{'en': 'Gregorian\n', 'cy': 'GregoraiddCalendar System Hijri'}"
"{'en': 'Gregorian\n', 'cy': 'GregoraiddCalendar System Hijri'}"
"{'en': 'Bentonville', 'cy': 'Bentonville'}"
"{'en': 'Bentonville\n', 'cy': 'Bentonville'}"
"{'en': 'Bentonville\n', 'cy': 'Bentonville'}"
"{'en': 'Symkent', 'cy': 'Shymkent'}"
"{'en': 'Shymkent\n', 'cy': 'Shymkent'}"
"{'en': 'Shymkent\n', 'cy': 'Shymkent'}"
"{'en': 'Cottesmore', 'cy': 'Claremore'}"
"{'en': 'Cottesmore\n', 'cy': 'Claremore'}"
"{'en': 'Cottesmore\n', 'cy': 'Claremore'}"
"{'en': 'Afghanistan', 'cy': 'Afghanistan'}"
"{'en': 'Afghanistan\n', 'cy': 'Afghanistan'}"
"{'en': 'Afghanistan\n', 'cy': 'Afghanistan'}"
"{'en': 'Secret', 'cy': 'Cyfrinach'}"
"{'en': 'Secret\n', 'cy': 'Cyfrinach'}"
"{'en': 'Secret\n', 'cy': 'Cyfrinach'}"
"{'en': 'Low', 'cy': 'Isel'}"
"{'en': 'Low\n', 'cy': 'Isel'}"
"{'en': 'Low\n', 'cy': 'Isel'}"
"{'en': 'Sandakan', 'cy': 'Sandakan'}"
"{'en': 'Sandakan\n', 'cy': 'Sandakan'}"
"{'en': 'Sandakan\n', 'cy': 'Sandakan'}"
"{'en': 'Exchange Configuration', 'cy': 'Cyfluniad Exchange'}"
"{'en': 'Exchange Configuration\n', 'cy': 'Cyfluniad Exchange'}"
"{'en': 'Exchange Configuration\n', 'cy': 'Cyfluniad Exchange'}"
"{'en': 'Blink Cursor', 'cy': ""Chwincio'r Cyrchydd""}"
"{'en': 'Cursor Blink\n', 'cy': ""Chwincio'r Cyrchydd""}"
"{'en': 'Cursor Blink\n', 'cy': ""Chwincio'r Cyrchydd""}"
"{'en': 'Poland', 'cy': 'Gwlad Pwyl'}"
"{'en': 'Poland\n', 'cy': 'Gwlad Pwyl'}"
"{'en': 'Poland\n', 'cy': 'Gwlad Pwyl'}"
"{'en': 'Sharjah', 'cy': 'Shaanxiemirates. kgm'}"
"{'en': 'Sharjah\n', 'cy': 'Shaanxiemirates. kgm'}"
"{'en': 'Sharjah\n', 'cy': 'Shaanxiemirates. kgm'}"
"{'en': 'Second', 'cy': 'Gwerth:'}"
"{'en': 'Second\n', 'cy': 'Gwerth:'}"
"{'en': 'Second\n', 'cy': 'Gwerth:'}"
"{'en': 'Red Bluff', 'cy': 'Red Bluff'}"
"{'en': 'Red Bluff\n', 'cy': 'Red Bluff'}"
"{'en': 'Red Bluff\n', 'cy': 'Red Bluff'}"
"{'en': 'Corpus Christi', 'cy': 'Corpus Christi'}"
"{'en': 'Corpus Christi\n', 'cy': 'Corpus Christi'}"
"{'en': 'Corpus Christi\n', 'cy': 'Corpus Christi'}"
"{'en': 'Reset configuration', 'cy': 'Dychwelyd Ffurfweddiad'}"
"{'en': 'Revert Configuration\n', 'cy': 'Dychwelyd Ffurfweddiad'}"
"{'en': 'Revert Configuration\n', 'cy': 'Dychwelyd Ffurfweddiad'}"
"{'en': 'Kenosha', 'cy': 'Kenosha'}"
"{'en': 'Kenosha\n', 'cy': 'Kenosha'}"
"{'en': 'Kenosha\n', 'cy': 'Kenosha'}"
"{'en': 'French Guiana', 'cy': 'Guyane Ffrengig'}"
"{'en': 'French Guiana\n', 'cy': 'Guyane Ffrengig'}"
"{'en': 'French Guiana\n', 'cy': 'Guyane Ffrengig'}"
"{'en': 'Save Screenshot', 'cy': 'Cadw Sgrînlun'}"
"{'en': 'Save Screenshot\n', 'cy': 'Cadw Sgrînlun'}"
"{'en': 'Save Screenshot\n', 'cy': 'Cadw Sgrînlun'}"
"{'en': 'not maximize', 'cy': '_Dadehangu'}"
"{'en': 'unmaximize\n', 'cy': '_Dadehangu'}"
"{'en': 'unmaximize\n', 'cy': '_Dadehangu'}"
"{'en': 'Agriculturedale', 'cy': 'Farmingdale'}"
"{'en': 'Farmingdale\n', 'cy': 'Farmingdale'}"
"{'en': 'Farmingdale\n', 'cy': 'Farmingdale'}"
"{'en': 'Completed', 'cy': 'CyflawnwydSTART (Due DUE)'}"
"{'en': 'Completed\n', 'cy': 'CyflawnwydSTART (Due DUE)'}"
"{'en': 'Completed\n', 'cy': 'CyflawnwydSTART (Due DUE)'}"
"{'en': 'El Paso', 'cy': 'El Paso'}"
"{'en': 'El Paso\n', 'cy': 'El Paso'}"
"{'en': 'El Paso\n', 'cy': 'El Paso'}"
"{'en': 'Groningen', 'cy': 'Groningen'}"
"{'en': 'Groningen\n', 'cy': 'Groningen'}"
"{'en': 'Groningen\n', 'cy': 'Groningen'}"
"{'en': 'Shanghai', 'cy': 'Shanghai'}"
"{'en': 'Shanghai\n', 'cy': 'Shanghai'}"
"{'en': 'Shanghai\n', 'cy': 'Shanghai'}"
"{'en': 'Other address', 'cy': 'Cyfeiriad Arall'}"
"{'en': 'Other Address\n', 'cy': 'Cyfeiriad Arall'}"
"{'en': 'Other Address\n', 'cy': 'Cyfeiriad Arall'}"
"{'en': 'Custom size', 'cy': 'Maint Addasedig'}"
"{'en': 'Custom Size\n', 'cy': 'Maint Addasedig'}"
"{'en': 'Custom Size\n', 'cy': 'Maint Addasedig'}"
"{'en': 'Smiley pixmaps', 'cy': 'Picsfapiau gwynebau hapus'}"
"{'en': 'Smiley pixmaps\n', 'cy': 'Picsfapiau gwynebau hapus'}"
"{'en': 'Smiley pixmaps\n', 'cy': 'Picsfapiau gwynebau hapus'}"
"{'en': 'Anonymous', 'cy': 'Dienw'}"
"{'en': 'Anonymous\n', 'cy': 'Dienw'}"
"{'en': 'Anonymous\n', 'cy': 'Dienw'}"
"{'en': 'Kalgoorlia', 'cy': 'Kalgoorlie Boulder'}"
"{'en': 'Kalgoorlie\n', 'cy': 'Kalgoorlie Boulder'}"
"{'en': 'Kalgoorlie\n', 'cy': 'Kalgoorlie Boulder'}"
"{'en': 'SCREEN', 'cy': 'SGRIN'}"
"{'en': 'SCREEN\n', 'cy': 'SGRIN'}"
"{'en': 'SCREEN\n', 'cy': 'SGRIN'}"
"{'en': 'Last View', 'cy': 'Chwareuwyd diwethaf'}"
"{'en': 'Last Seen\n', 'cy': 'Chwareuwyd diwethaf'}"
"{'en': 'Last Seen\n', 'cy': 'Chwareuwyd diwethaf'}"
"{'en': 'Elsenborn', 'cy': 'Elsenborn'}"
"{'en': 'Elsenborn\n', 'cy': 'Elsenborn'}"
"{'en': 'Elsenborn\n', 'cy': 'Elsenborn'}"
"{'en': 'Bellon Audible', 'cy': 'Cloch Glywedol'}"
"{'en': 'Audible Bell\n', 'cy': 'Cloch Glywedol'}"
"{'en': 'Audible Bell\n', 'cy': 'Cloch Glywedol'}"
"{'en': 'Pansy', 'cy': 'Pansi'}"
"{'en': 'Pansy\n', 'cy': 'Pansi'}"
"{'en': 'Pansy\n', 'cy': 'Pansi'}"
"{'en': 'London', 'cy': 'Llundain'}"
"{'en': 'London\n', 'cy': 'Llundain'}"
"{'en': 'London\n', 'cy': 'Llundain'}"
"{'en': 'Grottaglie', 'cy': 'Grottaglie'}"
"{'en': 'Grottaglie\n', 'cy': 'Grottaglie'}"
"{'en': 'Grottaglie\n', 'cy': 'Grottaglie'}"
"{'en': 'Dark', 'cy': 'Tywyll'}"
"{'en': 'Dark\n', 'cy': 'Tywyll'}"
"{'en': 'Dark\n', 'cy': 'Tywyll'}"
"{'en': 'Untie the tab', 'cy': 'Datod Tab'}"
"{'en': 'Detach Tab\n', 'cy': 'Datod Tab'}"
"{'en': 'Detach Tab\n', 'cy': 'Datod Tab'}"
"{'en': 'Low', 'cy': 'Isel'}"
"{'en': 'Low\n', 'cy': 'Isel'}"
"{'en': 'Low\n', 'cy': 'Isel'}"
"{'en': 'White luminance', 'cy': 'Candelas per square metre'}"
"{'en': 'White Luminance\n', 'cy': 'Candelas per square metre'}"
"{'en': 'White Luminance\n', 'cy': 'Candelas per square metre'}"
"{'en': 'Automatic recording interval', 'cy': 'Ysbaid Cadw Awtomatig'}"
"{'en': 'Autosave Interval\n', 'cy': 'Ysbaid Cadw Awtomatig'}"
"{'en': 'Autosave Interval\n', 'cy': 'Ysbaid Cadw Awtomatig'}"
"{'en': 'Password', 'cy': 'Cyfrinair'}"
"{'en': 'Password\n', 'cy': 'Cyfrinair'}"
"{'en': 'Password\n', 'cy': 'Cyfrinair'}"
"{'en': 'Ashikawa', 'cy': 'Asahikawa Ab'}"
"{'en': 'Asahikawa\n', 'cy': 'Asahikawa Ab'}"
"{'en': 'Asahikawa\n', 'cy': 'Asahikawa Ab'}"
"{'en': 'Text Filter', 'cy': 'Hidlydd KBabel Comment'}"
"{'en': 'Text Filter\n', 'cy': 'Hidlydd KBabel Comment'}"
"{'en': 'Text Filter\n', 'cy': 'Hidlydd KBabel Comment'}"
"{'en': 'Turkey', 'cy': 'Tyrceg'}"
"{'en': 'Turkish\n', 'cy': 'Tyrceg'}"
"{'en': 'Turkish\n', 'cy': 'Tyrceg'}"
"{'en': 'Date of birth', 'cy': 'Dyddiad Geni'}"
"{'en': 'Birth Date\n', 'cy': 'Dyddiad Geni'}"
"{'en': 'Birth Date\n', 'cy': 'Dyddiad Geni'}"
"{'en': 'JOKER', 'cy': 'card symbol'}"
"{'en': 'JOKER\n', 'cy': 'card symbol'}"
"{'en': 'JOKER\n', 'cy': 'card symbol'}"
"{'en': 'Nabesna', 'cy': 'Nabesna'}"
"{'en': 'Nabesna\n', 'cy': 'Nabesna'}"
"{'en': 'Nabesna\n', 'cy': 'Nabesna'}"
"{'en': 'PROPERTiary', 'cy': 'PERCHENNOG'}"
"{'en': 'OWNER\n', 'cy': 'PERCHENNOG'}"
"{'en': 'OWNER\n', 'cy': 'PERCHENNOG'}"
"{'en': 'Abuja', 'cy': 'Abwsiaworld. kgm'}"
"{'en': 'Abuja\n', 'cy': 'Abwsiaworld. kgm'}"
"{'en': 'Abuja\n', 'cy': 'Abwsiaworld. kgm'}"
"{'en': 'Mr. Graham', 'cy': 'Graham'}"
"{'en': 'Graham\n', 'cy': 'Graham'}"
"{'en': 'Graham\n', 'cy': 'Graham'}"
"{'en': 'Charles City', 'cy': 'Charles City'}"
"{'en': 'Charles City\n', 'cy': 'Charles City'}"
"{'en': 'Charles City\n', 'cy': 'Charles City'}"
"{'en': 'South Hill', 'cy': 'South Hill'}"
"{'en': 'South Hill\n', 'cy': 'South Hill'}"
"{'en': 'South Hill\n', 'cy': 'South Hill'}"
"{'en': 'Moniker HTTP', 'cy': 'Moniker HTTP'}"
"{'en': 'HTTP Moniker\n', 'cy': 'Moniker HTTP'}"
"{'en': 'HTTP Moniker\n', 'cy': 'Moniker HTTP'}"
"{'en': 'Yuma', 'cy': 'Yuma'}"
"{'en': 'Yuma\n', 'cy': 'Yuma'}"
"{'en': 'Yuma\n', 'cy': 'Yuma'}"
"{'en': 'Aurangabad', 'cy': 'Tauranga'}"
"{'en': 'Aurangabad\n', 'cy': 'Tauranga'}"
"{'en': 'Aurangabad\n', 'cy': 'Tauranga'}"
"{'en': 'Brazzanise', 'cy': 'Grazzanise'}"
"{'en': 'Grazzanise\n', 'cy': 'Grazzanise'}"
"{'en': 'Grazzanise\n', 'cy': 'Grazzanise'}"
"{'en': 'Pipe nebula', 'cy': 'Nifwl Pibellobject name (optional)'}"
"{'en': 'Pipe Nebula\n', 'cy': 'Nifwl Pibellobject name (optional)'}"
"{'en': 'Pipe Nebula\n', 'cy': 'Nifwl Pibellobject name (optional)'}"
"{'en': 'Khamis Mushayt', 'cy': 'Khamis Mushait'}"
"{'en': 'Khamis Mushayt\n', 'cy': 'Khamis Mushait'}"
"{'en': 'Khamis Mushayt\n', 'cy': 'Khamis Mushait'}"
"{'en': 'Show background', 'cy': 'Dechrau Llinell'}"
"{'en': 'Display Background\n', 'cy': 'Dechrau Llinell'}"
"{'en': 'Display Background\n', 'cy': 'Dechrau Llinell'}"
"{'en': 'Select', 'cy': 'brwsh'}"
"{'en': 'Select\n', 'cy': 'brwsh'}"
"{'en': 'Select\n', 'cy': 'brwsh'}"
"{'en': 'Some', 'cy': 'Rhai'}"
"{'en': 'Some\n', 'cy': 'Rhai'}"
"{'en': 'Some\n', 'cy': 'Rhai'}"
"{'en': 'Proxy network', 'cy': 'Dirprwy Rhwydwaith'}"
"{'en': 'Network Proxy\n', 'cy': 'Dirprwy Rhwydwaith'}"
"{'en': 'Network Proxy\n', 'cy': 'Dirprwy Rhwydwaith'}"
"{'en': 'Integrated control', 'cy': ""Gorchmyn wedi'i Osod""}"
"{'en': 'Builtin Command\n', 'cy': ""Gorchmyn wedi'i Osod""}"
"{'en': 'Builtin Command\n', 'cy': ""Gorchmyn wedi'i Osod""}"
"{'en': 'Boscobel', 'cy': 'Boscobel'}"
"{'en': 'Boscobel\n', 'cy': 'Boscobel'}"
"{'en': 'Boscobel\n', 'cy': 'Boscobel'}"
"{'en': 'Nebraska', 'cy': 'Nebraska'}"
"{'en': 'Nebraska\n', 'cy': 'Nebraska'}"
"{'en': 'Nebraska\n', 'cy': 'Nebraska'}"
"{'en': 'Varna', 'cy': 'Varna'}"
"{'en': 'Varna\n', 'cy': 'Varna'}"
"{'en': 'Varna\n', 'cy': 'Varna'}"
"{'en': 'sub-silon', 'cy': 'AustinCity name (optional, probably does not need a translation)'}"
"{'en': 'upsilon\n', 'cy': 'AustinCity name (optional, probably does not need a translation)'}"
"{'en': 'upsilon\n', 'cy': 'AustinCity name (optional, probably does not need a translation)'}"
"{'en': 'Cross', 'cy': 'Rheolyddion'}"
"{'en': 'Cross\n', 'cy': 'Rheolyddion'}"
"{'en': 'Cross\n', 'cy': 'Rheolyddion'}"
"{'en': ""Isn't that right?"", 'cy': 'Amherthnasol'}"
"{'en': 'nan\n', 'cy': 'Amherthnasol'}"
"{'en': 'nan\n', 'cy': 'Amherthnasol'}"
"{'en': 'Visual Hebrew', 'cy': 'Hebraeg Gweladwy'}"
"{'en': 'Hebrew Visual\n', 'cy': 'Hebraeg Gweladwy'}"
"{'en': 'Hebrew Visual\n', 'cy': 'Hebraeg Gweladwy'}"
"{'en': 'Peace River', 'cy': 'Peace River'}"
"{'en': 'Peace River\n', 'cy': 'Peace River'}"
"{'en': 'Peace River\n', 'cy': 'Peace River'}"
"{'en': 'Restore Window', 'cy': 'Ailfeintio ffenest'}"
"{'en': 'Restore Window\n', 'cy': 'Ailfeintio ffenest'}"
"{'en': 'Restore Window\n', 'cy': 'Ailfeintio ffenest'}"
"{'en': 'Dhaka', 'cy': 'Dhaka'}"
"{'en': 'Dhaka\n', 'cy': 'Dhaka'}"
"{'en': 'Dhaka\n', 'cy': 'Dhaka'}"
"{'en': 'Sørkjosen', 'cy': 'Sørkjosen'}"
"{'en': 'Sørkjosen\n', 'cy': 'Sørkjosen'}"
"{'en': 'Sørkjosen\n', 'cy': 'Sørkjosen'}"
"{'en': 'Neddy Harbour', 'cy': 'Bernard Harbour'}"
"{'en': 'Neddy Harbour\n', 'cy': 'Bernard Harbour'}"
"{'en': 'Neddy Harbour\n', 'cy': 'Bernard Harbour'}"
"{'en': 'StarDraw drawing', 'cy': 'Darlun StarDraw'}"
"{'en': 'StarDraw drawing\n', 'cy': 'Darlun StarDraw'}"
"{'en': 'StarDraw drawing\n', 'cy': 'Darlun StarDraw'}"
"{'en': 'Potenza', 'cy': 'Potenza'}"
"{'en': 'Potenza\n', 'cy': 'Potenza'}"
"{'en': 'Potenza\n', 'cy': 'Potenza'}"
"{'en': 'Browse', 'cy': 'Pori'}"
"{'en': 'Browse\n', 'cy': 'Pori'}"
"{'en': 'Browse\n', 'cy': 'Pori'}"
"{'en': 'Australia', 'cy': 'Australiaworld. kgm'}"
"{'en': 'Australia\n', 'cy': 'Australiaworld. kgm'}"
"{'en': 'Australia\n', 'cy': 'Australiaworld. kgm'}"
"{'en': 'Nov.', 'cy': 'abbreviated month name'}"
"{'en': 'Nov\n', 'cy': 'abbreviated month name'}"
"{'en': 'Nov\n', 'cy': 'abbreviated month name'}"
"{'en': 'Jammu', 'cy': 'Cochin'}"
"{'en': 'Jammu\n', 'cy': 'Cochin'}"
"{'en': 'Jammu\n', 'cy': 'Cochin'}"
"{'en': 'Select System', 'cy': 'Dewis Delwedd Defnyddiwr'}"
"{'en': 'Select System\n', 'cy': 'Dewis Delwedd Defnyddiwr'}"
"{'en': 'Select System\n', 'cy': 'Dewis Delwedd Defnyddiwr'}"
"{'en': 'New messages', 'cy': 'Negeseuon Newydd'}"
"{'en': 'New Messages\n', 'cy': 'Negeseuon Newydd'}"
"{'en': 'New Messages\n', 'cy': 'Negeseuon Newydd'}"
"{'en': 'Rhode Island', 'cy': 'Rhode Island'}"
"{'en': 'Rhode Island\n', 'cy': 'Rhode Island'}"
"{'en': 'Rhode Island\n', 'cy': 'Rhode Island'}"
"{'en': 'Vineyard Havre', 'cy': 'Winter Haven'}"
"{'en': 'Vineyard Haven\n', 'cy': 'Winter Haven'}"
"{'en': 'Vineyard Haven\n', 'cy': 'Winter Haven'}"
"{'en': 'Spelling Auditor', 'cy': 'Gwirydd sillafu'}"
"{'en': 'Spell Checker\n', 'cy': 'Gwirydd sillafu'}"
"{'en': 'Spell Checker\n', 'cy': 'Gwirydd sillafu'}"
"{'en': 'Dominican Republic', 'cy': 'Gweriniaeth Dominica'}"
"{'en': 'Dominican Republic\n', 'cy': 'Gweriniaeth Dominica'}"
"{'en': 'Dominican Republic\n', 'cy': 'Gweriniaeth Dominica'}"
"{'en': 'Automatically detected', 'cy': 'Canfuwyd yn Awtomatig'}"
"{'en': 'Automatically Detected\n', 'cy': 'Canfuwyd yn Awtomatig'}"
"{'en': 'Automatically Detected\n', 'cy': 'Canfuwyd yn Awtomatig'}"
"{'en': 'Jeongeup', 'cy': 'JeongeupCity name (optional, probably does not need a translation)'}"
"{'en': 'Jeongeup\n', 'cy': 'JeongeupCity name (optional, probably does not need a translation)'}"
"{'en': 'Jeongeup\n', 'cy': 'JeongeupCity name (optional, probably does not need a translation)'}"
"{'en': 'Greer', 'cy': 'Greer'}"
"{'en': 'Greer\n', 'cy': 'Greer'}"
"{'en': 'Greer\n', 'cy': 'Greer'}"
"{'en': ""What's this?"", 'cy': 'Adrian'}"
"{'en': 'Adrian\n', 'cy': 'Adrian'}"
"{'en': 'Adrian\n', 'cy': 'Adrian'}"
"{'en': 'Zoom in', 'cy': 'Chwyddo i mewn'}"
"{'en': 'Zoom in\n', 'cy': 'Chwyddo i mewn'}"
"{'en': 'Zoom in\n', 'cy': 'Chwyddo i mewn'}"
"{'en': 'This is the case with Dawson.', 'cy': 'Dawson'}"
"{'en': 'Dawson\n', 'cy': 'Dawson'}"
"{'en': 'Dawson\n', 'cy': 'Dawson'}"
"{'en': 'Normal', 'cy': 'Arferol'}"
"{'en': 'Normal\n', 'cy': 'Arferol'}"
"{'en': 'Normal\n', 'cy': 'Arferol'}"
"{'en': 'Move Selection', 'cy': 'Dewis drwy Hofran'}"
"{'en': 'Hover Selection\n', 'cy': 'Dewis drwy Hofran'}"
"{'en': 'Hover Selection\n', 'cy': 'Dewis drwy Hofran'}"
"{'en': 'Reykjavik', 'cy': 'Reykjavikworld. kgm'}"
"{'en': 'Reykjavik\n', 'cy': 'Reykjavikworld. kgm'}"
"{'en': 'Reykjavik\n', 'cy': 'Reykjavikworld. kgm'}"
"{'en': 'MODULES', 'cy': 'MODYLAU'}"
"{'en': 'MODULES\n', 'cy': 'MODYLAU'}"
"{'en': 'MODULES\n', 'cy': 'MODYLAU'}"
"{'en': 'QuizCorrect', 'cy': 'QuizCorrectComment'}"
"{'en': 'QuizCorrect\n', 'cy': 'QuizCorrectComment'}"
"{'en': 'QuizCorrect\n', 'cy': 'QuizCorrectComment'}"
"{'en': 'Tel.', 'cy': 'DYU'}"
"{'en': 'RO\n', 'cy': 'DYU'}"
"{'en': 'RO\n', 'cy': 'DYU'}"
"{'en': 'Nashira', 'cy': 'Nashirastar name'}"
"{'en': 'Nashira\n', 'cy': 'Nashirastar name'}"
"{'en': 'Nashira\n', 'cy': 'Nashirastar name'}"
"{'en': 'html container', 'cy': 'cynhwysydd html'}"
"{'en': 'html container\n', 'cy': 'cynhwysydd html'}"
"{'en': 'html container\n', 'cy': 'cynhwysydd html'}"
"{'en': 'Delete Folder', 'cy': 'Dileu Plygell'}"
"{'en': 'Delete Folder\n', 'cy': 'Dileu Plygell'}"
"{'en': 'Delete Folder\n', 'cy': 'Dileu Plygell'}"
"{'en': 'Theme', 'cy': 'Â Thema'}"
"{'en': 'Themed\n', 'cy': 'Â Thema'}"
"{'en': 'Themed\n', 'cy': 'Â Thema'}"
"{'en': 'Rectangular', 'cy': 'Petryal'}"
"{'en': 'Rectangular\n', 'cy': 'Petryal'}"
"{'en': 'Rectangular\n', 'cy': 'Petryal'}"
"{'en': 'United States of America', 'cy': 'Norman'}"
"{'en': 'Norman\n', 'cy': 'Norman'}"
"{'en': 'Norman\n', 'cy': 'Norman'}"
"{'en': 'California', 'cy': 'Californiausa. kgm'}"
"{'en': 'California\n', 'cy': 'Californiausa. kgm'}"
"{'en': 'California\n', 'cy': 'Californiausa. kgm'}"
"{'en': 'Unmatched', 'cy': 'Heb gydweddu'}"
"{'en': 'Unmatched\n', 'cy': 'Heb gydweddu'}"
"{'en': 'Unmatched\n', 'cy': 'Heb gydweddu'}"
"{'en': 'I said it.', 'cy': 'Clinton'}"
"{'en': 'Clinton\n', 'cy': 'Clinton'}"
"{'en': 'Clinton\n', 'cy': 'Clinton'}"
"{'en': 'Colour wheel', 'cy': 'Olwyn Lliw'}"
"{'en': 'Color Wheel\n', 'cy': 'Olwyn Lliw'}"
"{'en': 'Color Wheel\n', 'cy': 'Olwyn Lliw'}"
"{'en': 'Brunswick', 'cy': 'Brunswick'}"
"{'en': 'Brunswick\n', 'cy': 'Brunswick'}"
"{'en': 'Brunswick\n', 'cy': 'Brunswick'}"
"{'en': 'New appointment', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'New Appointment\n', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'New Appointment\n', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'Milford', 'cy': 'Milford'}"
"{'en': 'Milford\n', 'cy': 'Milford'}"
"{'en': 'Milford\n', 'cy': 'Milford'}"
